MSW_TAXON	TAXON	ORDER	FAMILY	HYP	LOP	FCT_HOD	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MASS_KG	H2O_DEP	WILD	TAXON_Kari	ORDER_Kari	FAMILY_Kari	LENGTH_MM	MASS_G	DIET_CLUSTER	FO_CP	FO_EE	FO_CF	FO_ASH	FO_NFE	DIET_CLU	DIET_EIS	flag_false_composition	diet_cat1	diet_eis1	TAXON_OLD1	TAXON_OLD2	last_checked	last_update
Oreonax flavicauda	Oreonax flavicauda	Primates	Atelidae	1	0	1	0	0	0	0	0	NA	NA	NA	Oreonax flavicauda	Primates	Atelidae	NA	10000	F2	15.994	7.44	16.14	5.192	55.235	12.Frugivore-Herbivore		0	F	NA	NA	NA	NA	NA
Callimico goeldii	Callimico goeldii	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callimico goeldii	Primates	Cebidae	222	533	F1	33.621	9.053	9.832	7.367	40.128	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix acariensis	Callithrix acariensis	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix acariensis	Primates	Cebidae	134.5	420	F1	31.912	9.623	6.212	5.943	46.311	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix argentata	Callithrix argentata	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix argentata	Primates	Cebidae	230	355	F1	38.247	12.123	8.064	4.891	36.675	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	Berlin2016June	NA
Callithrix aurita	Callithrix aurita	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix aurita	Primates	Cebidae	134.5	400	F1	31.912	9.623	6.212	5.943	46.311	4.Gumivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	Berlin2016June	NA
Callithrix chrysoleuca	Callithrix chrysoleuca	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix chrysoleuca	Primates	Cebidae	134.5	350	A3	54.534	16.016	5.883	5.546	18.022	7.8.Insectivore-Invertivore-Carnivore	Frugivore-omnivore	0	A	Frugivore	NA	NA	NA	NA
Callithrix emiliae	Callithrix emiliae	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix emiliae	Primates	Cebidae	134.5	313	F1	38.247	12.123	8.064	4.891	36.675	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix flaviceps	Callithrix flaviceps	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix flaviceps	Primates	Cebidae	134.5	406	F4	13.483	5.802	9.178	3.922	67.616	4.Gumivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	NA	NA
Callithrix geoffroyi	Callithrix geoffroyi	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix geoffroyi	Primates	Cebidae	134.5	290	F1	31.912	9.623	6.212	5.943	46.311	4.Gumivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	Berlin2016June	NA
Callithrix humeralifera	Callithrix humeralifera	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix humeralifera	Primates	Cebidae	134.5	343.33	A3	54.534	16.016	5.883	5.546	18.022	7.8.Insectivore-Invertivore-Carnivore	Frugivore-omnivore	0	A	Frugivore	Callithrix humeralifer	NA	NA	NA
Callithrix humilis	Callithrix humilis	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix humilis	Primates	Cebidae	134.5	165	F1	31.912	9.623	6.212	5.943	46.311	9.Insectivore-Omnivore	Insectivore-omnivore	0	F	Insectivore	NA	NA	NA	NA
Callithrix intermedia	Callithrix intermedia	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix intermedia	Primates	Cebidae	134.5	350	F1	31.867	7.68	7.54	7.256	45.658	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix jacchus	Callithrix jacchus	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix jacchus	Primates	Cebidae	219	290	F1	24.116	7.647	8.363	4.312	55.561	4.Gumivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	Berlin2016June	NA
Callithrix kuhlii	Callithrix kuhlii	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix kuhlii	Primates	Cebidae	134.5	315	F1	31.912	9.623	6.212	5.943	46.311	4.Gumivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	NA	NA
Callithrix leucippe	Callithrix leucippe	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix leucippe	Primates	Cebidae	134.5	420	F1	38.247	12.123	8.064	4.891	36.675	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix manicorensis	Callithrix manicorensis	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix manicorensis	Primates	Cebidae	134.5	135	F1	31.912	9.623	6.212	5.943	46.311	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix marcai	Callithrix marcai	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix marcai	Primates	Cebidae	134.5	350	F1	31.912	9.623	6.212	5.943	46.311	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix mauesi	Callithrix mauesi	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix mauesi	Primates	Cebidae	134.5	360	F1	31.912	9.623	6.212	5.943	46.311	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix melanura	Callithrix melanura	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix melanura	Primates	Cebidae	134.5	260	F1	38.247	12.123	8.064	4.891	36.675	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	Berlin2016June	NA
Callithrix nigriceps	Callithrix nigriceps	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix nigriceps	Primates	Cebidae	134.5	370	F1	31.912	9.623	6.212	5.943	46.311	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Callithrix penicillata	Callithrix penicillata	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix penicillata	Primates	Cebidae	134.5	307	F4	11.928	5.033	9.066	4.834	69.139	4.Gumivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	Berlin2016June	NA
Callithrix pygmaea	Callithrix pygmaea	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Callithrix pygmaea	Primates	Cebidae	134.5	116.83	F1	21.165	5.49	7.338	5.936	60.071	4.Gumivore	Insectivore-omnivore	1	F	Insectivore	Cebuella pygmaea	NA	NA	NA
Callithrix saterei	Callithrix saterei	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Callithrix saterei	Primates	Cebidae	134.5	435	F1	31.912	9.623	6.212	5.943	46.311	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Leontopithecus caissara	Leontopithecus caissara	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Leontopithecus caissara	Primates	Cebidae	268	570	A3	49.026	14.287	6.553	7.024	23.111	7.8.Insectivore-Invertivore-Carnivore	Frugivore-omnivore	0	A	Frugivore	NA	NA	NA	NA
Leontopithecus chrysomelas	Leontopithecus chrysomelas	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Leontopithecus chrysomelas	Primates	Cebidae	268	578	F1	39.481	9.353	7.461	8.365	35.34	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Leontopithecus chrysopygus	Leontopithecus chrysopygus	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Leontopithecus chrysopygus	Primates	Cebidae	268	575	A3	49.026	14.287	6.553	7.024	23.111	7.8.Insectivore-Invertivore-Carnivore	Frugivore-omnivore	0	A	Frugivore	NA	NA	NA	NA
Leontopithecus rosalia	Leontopithecus rosalia	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Leontopithecus rosalia	Primates	Cebidae	268	600	F3	15.235	5.734	5.926	6.029	67.076	3.Nectarivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Saguinus bicolor	Saguinus bicolor	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus bicolor	Primates	Cebidae	242.5	430	F1	34.838	10.63	10.638	9.659	34.234	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	Berlin2016June	NA
Saguinus fuscicollis	Saguinus fuscicollis	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus fuscicollis	Primates	Cebidae	222.5	370	F3	15.031	5.475	6.377	6.737	66.379	4.Gumivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	Berlin2016June	NA
Saguinus graellsi	Saguinus graellsi	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Saguinus graellsi	Primates	Cebidae	242.5	562.5	F1	34.645	10.722	8.563	8.421	37.648	9.Insectivore-Omnivore		0	F	NA	NA	NA	NA	NA
Saguinus imperator	Saguinus imperator	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus imperator	Primates	Cebidae	244	450	F1	28.734	9.721	10.544	7.304	43.697	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	Berlin2016June	NA
Saguinus inustus	Saguinus inustus	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus inustus	Primates	Cebidae	242.5	460	F1	34.838	10.63	10.638	9.659	34.234	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Saguinus labiatus	Saguinus labiatus	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus labiatus	Primates	Cebidae	267	501.33	F2	22.664	9.27	12.096	4.569	51.402	12.Frugivore-Herbivore	Frugivore-omnivore	0	F	Frugivore	Saguinas labiatus	NA	NA	NA
Saguinus martinsi	Saguinus martinsi	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Saguinus martinsi	Primates	Cebidae	242.5	350	F1	34.838	10.63	10.638	9.659	34.234	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Saguinus melanoleucus	Saguinus melanoleucus	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Saguinus melanoleucus	Primates	Cebidae	242.5	562.5	F3	15.031	5.475	6.377	6.737	66.379	4.Gumivore		1	F	NA	NA	NA	NA	NA
Saguinus midas	Saguinus midas	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus midas	Primates	Cebidae	244	500	F1	28.751	9.95	11.367	7.114	42.818	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	Berlin2016June	NA
Saguinus mystax	Saguinus mystax	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus mystax	Primates	Cebidae	242.5	525	F1	34.645	10.722	8.563	8.421	37.648	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	Berlin2016June	NA
Saguinus niger	Saguinus niger	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Saguinus niger	Primates	Cebidae	242.5	355	F1	28.751	9.95	11.367	7.114	42.818	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Saguinus nigricollis	Saguinus nigricollis	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus nigricollis	Primates	Cebidae	242.5	411	F1	34.645	10.722	8.563	8.421	37.648	9.Insectivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Saguinus oedipus	Saguinus oedipus	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus oedipus	Primates	Cebidae	242.5	411	F1	23.291	7.485	7.98	4.891	56.353	9.Insectivore-Omnivore	Insectivore-omnivore	0	F	Insectivore	NA	NA	NA	NA
Saguinus pileatus	Saguinus pileatus	Primates	Callitrichidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Saguinus pileatus	Primates	Cebidae	242.5	562.5	F1	34.645	10.722	8.563	8.421	37.648	9.Insectivore-Omnivore		0	F	NA	NA	NA	NA	NA
Saguinus tripartitus	Saguinus tripartitus	Primates	Callitrichidae	1	0	1	0	0	0	0	0	NA	NA	NA	Saguinus tripartitus	Primates	Cebidae	242.5	385.05	F1	34.645	10.722	8.563	8.421	37.648	9.Insectivore-Omnivore		0	F	NA	NA	NA	NA	NA
Alouatta belzebul	Alouatta belzebul	Primates	Cebidae	1	1	1	0	0	0	0	0	NA	NA	NA	Alouatta belzebul	Primates	Atelidae	737	6400	H4	9.309	4.439	19.499	8.899	57.855	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	Espoo2016July
Alouatta caraya	Alouatta caraya	Primates	Cebidae	1	1	1	0	0	0	0	0	NA	NA	NA	Alouatta caraya	Primates	Atelidae	485	5375	F2	18.238	7.266	16.198	7.419	50.88	12.Frugivore-Herbivore	Frugivore-herbivore	0	F	Frugivore	NA	NA	NA	Espoo2016July
Alouatta coibensis	Alouatta coibensis	Primates	Cebidae	1	1	1	0	0	0	0	0	NA	NA	NA	Alouatta coibensis	Primates	Atelidae	737	7000	H4	9.309	4.439	19.499	8.899	57.855	12.Herbivore-Frugivore		0	H	NA	NA	NA	NA	Espoo2016July
Alouatta guariba guariba	Alouatta fusca	Primates	Cebidae	1	NA	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Espoo2016July
Alouatta guariba	Alouatta guariba	Primates	Cebidae	1	1	1	0	0	0	0	0	NA	NA	NA	Alouatta guariba	Primates	Atelidae	505	5540	H4	9.098	4.539	20.104	7.487	58.773	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	Berlin2016June	Berlin2016June
Alouatta macconnelli	Alouatta macconnelli	Primates	Cebidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Alouatta macconnelli	Primates	Atelidae	737	6000	H4	8.886	4.64	20.704	6.073	59.698	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	Espoo2016July
Alouatta nigerrima	Alouatta nigerrima	Primates	Cebidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Alouatta nigerrima	Primates	Atelidae	737	6600	H4	9.309	4.439	19.499	8.899	57.855	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	Espoo2016July
Alouatta palliata	Alouatta palliata	Primates	Cebidae	1	1	1	0	0	0	0	0	NA	NA	NA	Alouatta palliata	Primates	Atelidae	511.5	6679	H4	9.221	4.643	20.874	6.271	58.993	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	Espoo2016July
Alouatta pigra	Alouatta pigra	Primates	Cebidae	1	1	1	0	0	0	0	0	NA	NA	NA	Alouatta pigra	Primates	Atelidae	580	8915	H4	9.098	4.539	20.104	7.487	58.773	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	NA	NA	Berlin2016June	Berlin2016June
